,Unnamed: 0,ticker,MSE,MAE,MAPE,last_price,3_month_yhat,interval,interval_perc,3_month_perc_change,MAPE_Score,interval_perc_Score,3_month_perc_change_Score,Strategy_Score
0,0,MMM,252.4855896985716,13.973927448745007,6.614178827969429,180.61,214.81025717117015,24.913836189867936,0.116,0.1894,-2,-3,4,2
1,1,BKNG,66468.85137373219,234.770426309846,11.326041091747909,2437.01,2674.0965108965256,390.5447366425951,0.146,0.0973,-3,-3,2,-1
2,2,ABT,22.84140523521711,3.86895582977286,6.3209908277504905,129.09,130.5689246939249,8.902180926392631,0.0682,0.0115,-2,-1,1,-1
3,3,ABBV,80.23663191485716,7.803182994024736,7.80189158195062,117.06,125.359556655898,10.727017564394217,0.0856,0.0709,-2,-2,2,0
4,4,ACN,731.1249920304284,25.24499344173256,15.95500679236341,366.8,365.3607572400061,24.481977603176176,0.067,-0.0039,-4,-1,1,-3
5,5,ADBE,829.1893293242413,22.8896270161211,10.083972898501568,674.08,670.3532830320119,57.80014440303489,0.0862,-0.0055,-2,-2,1,-1
6,6,MO,21.452298743657305,4.005831713921904,6.657362761468567,44.61,50.63558599209321,8.346441816216675,0.1648,0.1351,-2,-4,3,1
7,7,AMZN,62617.66906884705,223.879034170282,15.0325518091088,3477.0,3273.087551645316,261.3566549881957,0.0799,-0.0586,-4,-1,1,-3
8,8,AXP,22.02250813723912,4.15044382921653,4.223225595735451,172.53,206.52475600772195,20.66459133601748,0.1001,0.197,-1,-2,4,3
9,9,AIG,56.62169311879867,6.899014315940122,12.120238422633795,60.39,60.097108314809525,16.132232193354113,0.2684,-0.0049,-3,-4,1,-2
10,10,AMGN,318.2779133908875,15.06359108406926,8.468564631264956,214.93,224.12058664936177,29.102849133924707,0.1299,0.0428,-2,-3,2,0
11,11,AAPL,764.4208655890429,24.330447465986463,13.672789236012994,150.96,57.111336638031126,148.41281306123406,2.5987,-0.6217,-3,-4,1,-2
12,12,T,30.539959010413742,5.00171826723774,14.101431329777403,24.8,27.11436249163454,5.12774043484519,0.1891,0.0933,-3,-4,2,-1
13,13,BAC,2.130530402142941,1.0556566708042208,3.408749846140038,47.33,52.77553243339565,7.410254275225554,0.1404,0.1151,-1,-3,3,2
14,14,BK,6.986886035721835,2.284151545831716,4.156907021554284,59.06,65.60165498452744,7.784954460559952,0.1187,0.1108,-1,-3,2,1
15,15,BRK.B,131.2674984544271,10.477668875006128,5.340761403478735,287.69,327.709902235986,27.9552653079258,0.0853,0.1391,-1,-2,3,2
16,16,BIIB,4453.110032177937,60.37886650941815,20.85364150247367,280.41,326.21518502307015,80.91265070351409,0.248,0.1634,-4,-4,3,-1
17,17,BLK,2510.541632237929,40.71890520806104,7.471469711011926,954.04,1056.2574198791854,76.35543204785063,0.0723,0.1071,-2,-1,2,0
18,18,BMY,47.55486355318536,5.729837673496977,10.224181115815409,59.25,68.02410299098332,7.845066644242095,0.1153,0.1481,-3,-2,3,0
19,19,COF,31.237112519955577,4.180444403028587,4.319438215805395,153.46,209.4819774809681,27.017973831062648,0.129,0.3651,-1,-3,4,3
20,20,CAT,110.94201215044664,8.674428487392792,5.549547505831192,203.59,234.92178901545452,32.29098307550902,0.1375,0.1539,-1,-3,3,2
21,21,CHTR,12364.556526672864,93.4235442971287,28.01542286462237,686.07,795.9491468248707,63.515824469999416,0.0798,0.1602,-4,-1,3,-1
22,22,CVX,35.94187013946245,4.543428095319571,3.786615066642587,113.51,115.88745033288666,18.10438901814368,0.1562,0.0209,-1,-4,1,0
23,23,CSCO,12.553990959445173,2.907051946068354,6.765455541188814,57.12,61.42776160696409,6.438414011472993,0.1048,0.0754,-2,-2,2,0
24,24,C,6.630544973543628,2.0753864101053243,2.9472482302157466,70.88,81.60784156054378,21.91247420630685,0.2685,0.1514,-1,-4,3,2
25,25,CL,88.99713340065324,7.072110063815507,9.875070387263172,77.29,75.48995936668236,6.232512969853687,0.0826,-0.0233,-2,-1,1,-1
26,26,CMCSA,41.5182313790237,4.5402391510228695,11.748721738001834,52.73,59.72740327230983,4.984418850958413,0.0835,0.1327,-3,-1,3,0
27,27,COP,410.46600154389154,17.60014227757029,29.68276702070547,73.31,79.40818130439422,13.933509666740449,0.1755,0.0832,-4,-4,2,-2
28,28,COST,688.194968459709,25.46584166443993,13.015319732074094,515.62,485.2981590988867,30.956283762203043,0.0638,-0.0588,-3,-1,1,-2
29,29,CVS,210.4714682813434,13.931024646600983,20.572097511338605,94.49,101.56599663862532,9.90790820392597,0.0976,0.0749,-4,-2,2,-2
30,30,DHR,1429.598399861686,35.7575446255978,35.83717231437792,305.99,341.7314227317593,24.21451051722562,0.0709,0.1168,-4,-1,3,-1
31,31,DUK,12.235383066211956,2.8230894032964478,3.685324849237278,101.02,113.43569943387185,9.786646994223888,0.0863,0.1229,-1,-2,3,2
32,32,LLY,1111.6205540535557,32.644636194241464,39.85604137824766,271.0,304.6807678039424,23.56594589812204,0.0773,0.1243,-4,-1,3,-1
33,33,EMR,7.652162653130789,2.317150841433295,3.270253553844069,97.16,116.89674579886568,15.411191515963708,0.1318,0.2031,-1,-3,4,3
34,34,EXC,4.602247710337878,1.6751114526658324,4.3431705145809545,54.11,56.11208783649819,5.357930194155188,0.0955,0.037,-1,-2,2,1
35,35,XOM,104.280135016858,9.260778666195622,11.836900324401809,64.41,70.74943175669505,12.911628875859163,0.1825,0.0984,-3,-4,2,-1
36,36,FB,2868.0541025951597,51.63562912209807,28.228511804683343,335.85,377.7958826219539,35.728341408816334,0.0946,0.1249,-4,-2,3,-1
37,37,FDX,316.8846491352452,14.736594230624556,5.832732062469813,245.01,272.4983148645895,61.8781584623616,0.2271,0.1122,-1,-4,3,2
38,38,F,3.044092332997532,1.568566362590292,13.654269207418102,19.42,18.46228077589831,2.2871571629453697,0.1239,-0.0493,-3,-3,1,-2
39,39,GD,791.710763181807,24.28271910080891,11.272098256782751,198.16,221.70551060179005,27.152130757779418,0.1225,0.1188,-3,-3,3,0
40,40,GE,173.6149176606028,12.56543972961614,88.11433734591176,105.21,91.37579167095704,33.62307765217996,0.368,-0.1315,-4,-4,1,-3
41,41,GM,7.362395432565107,2.3797101785522217,6.03651285580817,58.64,75.11157527894021,11.324069351734964,0.1508,0.2809,-2,-3,4,2
42,42,GILD,90.13419007556216,8.179721519993393,11.37103294734215,66.47,72.55351136972163,6.458703350564136,0.089,0.0915,-3,-2,2,-1
43,43,GOOG,3689.872436758588,49.6257310163188,4.535936516886179,2973.66,3397.001039198745,182.5380462371149,0.0537,0.1424,-1,-1,3,2
44,44,GOOGL,4853.062245005344,56.776936206387525,5.162121383984421,2965.35,3361.0656802640183,181.87493821521,0.0541,0.1334,-1,-1,3,2
45,45,HD,931.4426354976404,27.980250069192135,14.740074361859628,372.18,354.7600057345335,32.01847859790411,0.0903,-0.0468,-3,-2,1,-2
46,46,INTC,22.316692181669858,4.108796556430721,8.091283452052226,50.31,60.930110446508216,10.168547645284631,0.1669,0.2111,-2,-4,4,2
47,47,IBM,242.08089891693305,11.870225076732074,7.5833823679299615,120.85,145.93564454911618,19.58743777815789,0.1342,0.2076,-2,-3,4,2
48,48,JNJ,170.67880133508,11.691547933279,9.230421884287802,164.6,183.18042750515167,13.135421116291807,0.0717,0.1129,-2,-1,3,1
49,49,JPM,41.918299243747406,5.425495459276209,4.853308510898778,168.29,199.27488439279173,26.549665578641594,0.1332,0.1841,-1,-3,4,3
50,50,KMI,1.6449742479062697,0.8915596407199085,5.083239758835619,16.75,19.677272376452105,3.107822011111196,0.1579,0.1748,-1,-4,4,3
51,51,LMT,3372.325816974099,48.89922478682059,14.464034118699589,335.5,341.28178693444056,49.60275586583919,0.1453,0.0172,-3,-3,1,-2
52,52,LOW,68.53502265266017,7.250174967592997,7.667546438705251,237.78,232.71582599672453,25.777306439089894,0.1108,-0.0213,-2,-2,1,-1
53,53,MA,220.08006431324424,12.847443168056715,7.045510055362215,335.43,382.2938035676985,48.18532603938792,0.126,0.1397,-2,-3,3,1
54,54,MCD,952.1622288506628,27.549107197132376,16.77073366149694,253.46,255.71073325753255,20.46833106463828,0.08,0.0089,-4,-1,1,-3
55,55,MDT,13.721604298252148,3.238833261728874,3.870532150137091,120.69,143.5643385161035,14.725116336100967,0.1026,0.1895,-1,-2,4,3
56,56,MRK,5.127681757268628,1.9027348550788563,3.2985563096838098,90.54,77.08639375889199,7.560978297498096,0.0981,-0.1486,-1,-2,1,0
57,57,MET,6.597156422880391,1.9748044082402307,4.103665824481787,63.91,76.91175933774463,11.128071406952555,0.1447,0.2034,-1,-3,4,3
58,58,MSFT,91.72136184330536,7.918862900016899,8.4089236419488,336.44,337.2166733954005,16.714967468912903,0.0496,0.0023,-2,-1,1,-1
59,59,MDLZ,49.7632871373098,5.627900234107165,13.113791842554582,62.09,64.78121657757251,5.531181387409319,0.0854,0.0433,-3,-2,2,-1
60,60,MS,65.86714193724067,7.498477937820392,13.9382775271891,99.79,124.2023263806522,10.10189200298352,0.0813,0.2446,-3,-1,4,1
61,61,NEE,1001.5028152689632,27.80518729610197,17.60071039139349,84.76,-31.749982124183703,83.20394935619058,-2.6206,-1.3746,-4,-1,1,-3
62,62,NKE,34.77323304365509,5.154821987229682,7.342445588031586,175.44,184.8617327627824,17.53917197021471,0.0949,0.0537,-2,-2,2,0
63,63,NVDA,9440.063032988017,88.88135257609328,37.04893843102258,298.01,502.7260459152312,309.83750120002424,0.6163,0.6869,-4,-4,4,0
64,64,OXY,510.9851798133281,17.824753909514104,25.279485827548022,33.75,42.15015869258692,11.373974153570202,0.2698,0.2489,-4,-4,4,0
65,65,ORCL,38.81627228060346,4.618859120072959,9.302389404049018,95.63,103.2512873369338,5.415833700632589,0.0525,0.0797,-2,-1,2,0
66,66,PYPL,114.75532609023368,9.301007931047824,11.405395680216992,228.22,293.3746303667381,25.65876318946374,0.0875,0.2855,-3,-2,4,1
67,67,PEP,257.815039241591,12.796598239969562,11.338475197102088,164.31,160.80362850461304,11.072373595994748,0.0689,-0.0213,-3,-1,1,-2
68,68,PFE,67.51636868919158,8.114740998136751,22.37818419073526,43.85,46.902542900181,5.145135397470561,0.1097,0.0696,-4,-2,2,-2
69,69,PM,171.2207699569896,10.462122950685384,10.455840968186868,93.72,109.82000530815662,13.367842198139767,0.1217,0.1718,-3,-3,4,1
70,70,PG,665.3473376088543,23.230893225536555,28.740923876764885,145.32,141.69624177915117,9.036880958942618,0.0638,-0.0249,-4,-1,1,-3
71,71,QCOM,200.96948397652704,12.570332551898352,20.655862206781883,156.11,138.01557698150663,20.88414323506639,0.1513,-0.1159,-4,-3,1,-3
72,72,SLB,42.23990414981657,5.939486168473197,8.545555561583448,28.88,36.85699018573293,12.14201485654756,0.3294,0.2762,-2,-4,4,2
73,73,SPG,1244.7186456537745,32.593879589803834,20.53934670531424,165.71,183.53925133240537,31.0268443018598,0.169,0.1076,-4,-4,2,-2
74,74,SO,48.04008005951077,6.669918007711506,14.774802818445748,62.5,71.0726381420255,7.478935660834409,0.1052,0.1372,-3,-2,3,0
75,75,SBUX,396.1746310344793,17.765981608007866,30.861593948716354,112.16,123.77674462278829,11.090515237511482,0.0896,0.1036,-4,-2,2,-2
76,76,TGT,116.82777521068112,9.824682131222684,13.356683246098957,260.44,289.29756390894806,24.04345883579981,0.0831,0.1108,-3,-1,2,-1
77,77,TXN,273.77417648500654,15.431138906491013,13.973495897780976,191.11,207.05183719110795,15.646103173814396,0.0756,0.0834,-3,-1,2,-1
78,78,ALL,86.89294447747368,7.3630763348192625,7.567811052462687,117.1,149.30216526272088,19.039623460783982,0.1275,0.275,-2,-3,4,2
79,79,BA,1475.5517347205969,31.215958206035054,9.230484174003802,213.03,281.07797922931826,95.11534914330244,0.3384,0.3194,-2,-4,4,2
80,80,KO,12.33581303787754,2.9173596734400813,6.521741900814241,56.6,60.12352931121267,6.17933379783895,0.1028,0.0623,-2,-2,2,0
81,81,DOW,16.093261545181626,3.2003607060320074,6.138494927342318,57.17,66.92560626559958,11.098878764914616,0.1658,0.1706,-2,-4,3,1
82,82,GS,959.06686869304,27.761898682026757,11.042483502403266,408.07,493.2112570201932,48.05928183945787,0.0974,0.2086,-3,-2,4,1
83,83,KHC,114.9992495398873,9.83707549741328,15.728944125198122,37.19,42.01746343082007,5.850777369893528,0.1392,0.1298,-4,-3,3,-1
84,84,UNP,128.3711417538108,9.706203540010414,7.157786801182484,237.2,247.8690188405012,29.168222061992253,0.1177,0.045,-2,-3,2,0
85,85,UPS,239.7867365094874,12.932753884986328,10.997112742045942,210.72,219.20361349918937,30.5816637452796,0.1395,0.0403,-3,-3,2,-1
86,86,UTX,468.3980332368333,20.21585587165949,15.781656074097596,88.06,85.13021987833243,51.641334323332856,0.6066,-0.0333,-4,-4,1,-3
87,87,UNH,1605.1289256491384,37.624570257690586,16.126079887578182,456.76,476.5079701605463,33.06161260699457,0.0694,0.0432,-4,-1,2,-2
88,88,USB,4.025067554705649,1.389607055194908,2.5560223658883414,59.29,71.65653185264061,11.973045774540084,0.1671,0.2086,-1,-4,4,3
89,89,VZ,8.237495853642733,2.413390582602733,4.927935774681343,51.85,51.60164005388995,3.965441800088136,0.0768,-0.0048,-1,-1,1,0
90,90,V,32.52388417830992,4.430251246473825,3.552215780758371,208.78,242.92262791033943,23.898230018075537,0.0984,0.1635,-1,-2,3,2
91,91,WMT,246.3231277056352,11.505831459052096,11.967721504153197,151.28,139.5417926219376,8.597396485778944,0.0616,-0.0776,-3,-1,1,-2
92,92,WBA,263.7970690635843,15.806810940368075,23.52141317349292,49.51,63.434488474108,10.778716197672374,0.1699,0.2812,-4,-4,4,0
93,93,DIS,50.47772552309918,5.851009822411959,5.66437245794403,170.28,214.9356832770684,34.439284870947006,0.1602,0.2622,-1,-4,4,3
94,94,WFC,7.874565998394118,2.1868389379359243,3.8685272382305422,50.62,60.584754522256326,11.428675443535695,0.1886,0.1969,-1,-4,4,3
95,95,HON,32.1953023294933,4.197832533600024,2.7349566612029497,222.49,258.177252141746,35.359373005293776,0.137,0.1604,-1,-3,3,2
96,96,NFLX,4018.286448529955,52.68074832158708,18.76187328281994,668.4,627.2136491663858,82.69059600892422,0.1318,-0.0616,-4,-3,1,-3
